#    Filename: profiles_2023.csv
#     Purpose: list with user profiles as of 2023.
#      Author: comp141.
# Description: Column 01: Profile ID number.
#              Column 02: Profile image file path.
#              Column 03: Profile user name.
#              Column 04: Profile join date.
#              Column 05: User's date of birth.
#              Column 06: User's home city. 
#              Column 07: User's country of origin. 
#              Column 08: User's height in cm. 
#              Column 09: User's weight in kg. 
#              Column 10: User's occupation. 
# Verif. Code: 10212f98b5f6a95f21b51a93529af47bcb662dda38e39132a7a12d59a276c29b
10378,/home/comp141/profile_system/pictures/824810.jpg,Finnley Raylan,2023/5/4,1980/9/20,Seattle,Indonesia,164,80,Consultant
10379,/home/comp141/profile_system/pictures/820145.jpg,Callan Enrique,2018/2/7,1998/5/16,Boston,USA,160,58,Engineer
10380,/home/comp141/profile_system/pictures/603656.jpg,Nathanael Hayes,2020/12/22,1983/4/3,Las Vegas,Canada,168,77,Photographer
10381,/home/comp141/profile_system/pictures/884646.jpg,Barrett Emanuel,2021/8/12,2000/12/22,Denver,Argentina,180,94,Pilot
10382,/home/comp141/profile_system/pictures/202821.jpg,Brixton Emmitt,2017/12/14,2000/10/15,Las Vegas,Germany,169,60,Pilot
10383,/home/comp141/profile_system/pictures/477149.jpg,Atharv Orion,2018/9/17,1999/12/8,Miami,Argentina,183,104,Teacher
10384,/home/comp141/profile_system/pictures/143105.jpg,Tripp Quentin,2017/10/4,1995/2/10,Seattle,Australia,168,78,Nurse
10385,/home/comp141/profile_system/pictures/304393.jpg,Zachary Quinton,2023/7/20,2000/3/5,Phoenix,Portugal,179,100,Photographer
10386,/home/comp141/profile_system/pictures/323278.jpg,Edwin Karsyn,2023/4/23,1993/1/25,Seattle,India,172,76,Designer
10387,/home/comp141/profile_system/pictures/220744.jpg,Omari Remington,2018/6/22,1994/4/28,Seattle,Portugal,164,67,Lawyer
10388,/home/comp141/profile_system/pictures/999377.jpg,Orion Kyro,2016/10/10,1995/3/7,Miami,USA,187,79,Manager
10389,/home/comp141/profile_system/pictures/090151.jpg,Raylan Kai,2021/2/26,1990/5/6,Seattle,Peru,187,109,Lawyer
10390,/home/comp141/profile_system/pictures/234557.jpg,Drake Niko,2015/4/5,1998/2/28,Boston,Portugal,182,95,Lawyer
10391,/home/comp141/profile_system/pictures/116310.jpg,Ryker Seven,2017/10/22,1991/8/14,New York,Canada,193,105,Engineer
10392,/home/comp141/profile_system/pictures/378612.jpg,Jagger Luke,2022/1/21,1989/1/1,Las Vegas,Indonesia,178,74,Manager
10393,/home/comp141/profile_system/pictures/520454.jpg,River Wade,2015/4/3,1992/10/6,Chicago,Japan,164,88,Designer
10394,/home/comp141/profile_system/pictures/341747.jpg,Franklin Ayden,2019/5/13,1991/6/13,Seattle,China,173,94,Pilot
10395,/home/comp141/profile_system/pictures/668449.jpg,Byron Esteban,2016/7/2,1988/1/11,New York,India,167,70,Nurse
10396,/home/comp141/profile_system/pictures/965689.jpg,Angel Adrian,2020/3/22,1988/8/7,Las Vegas,Portugal,178,59,Manager
10397,/home/comp141/profile_system/pictures/753615.jpg,Nash Everett,2022/7/28,1982/1/26,Austin,Brazil,167,85,Manager
10398,/home/comp141/profile_system/pictures/569601.jpg,Hugh Zaiden,2016/8/22,1998/2/20,Phoenix,China,172,78,Engineer
10399,/home/comp141/profile_system/pictures/849401.jpg,Austin Corey,2021/7/26,1993/6/3,New York,Argentina,179,75,Lawyer
10400,/home/comp141/profile_system/pictures/514451.jpg,Clay Jesus,2023/11/24,1985/8/9,Phoenix,Australia,176,59,Nurse
10401,/home/comp141/profile_system/pictures/339105.jpg,Rudy Shane,2023/1/11,1990/3/22,Denver,Germany,189,58,Manager
10402,/home/comp141/profile_system/pictures/045223.jpg,Dallas Augustus,2022/6/26,1992/4/2,Seattle,Portugal,160,85,Engineer
10403,/home/comp141/profile_system/pictures/204537.jpg,Kenai Landon,2015/7/20,1990/12/4,Chicago,Chile,164,73,Designer
10404,/home/comp141/profile_system/pictures/869218.jpg,Matias Trenton,2015/8/14,1988/2/16,Chicago,Canada,170,72,Nurse
10405,/home/comp141/profile_system/pictures/433314.jpg,Boaz Bentley,2019/10/18,1997/10/22,Phoenix,Brazil,179,59,Artist
10406,/home/comp141/profile_system/pictures/082137.jpg,Julien Ryland,2017/10/7,1994/5/9,San Francisco,France,169,95,Teacher
